month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,roi_computed,revenue_per_click
May,21,camp 1,Medium,160 x 600,ghi,564,0.3483,7,0.7475,1,127.7733,1.2411,214.6138,0.1068
May,21,camp 1,Medium,160 x 600,mno,5380,2.6189,40,4.2715,8,478.002,0.7435,163.1028,0.1068
May,21,camp 1,High,240 x 400,def,14534,8.3025,82,8.0,42,1676.4445,0.5642,96.3565,0.0976
May,21,camp 1,High,240 x 400,ghi,142608,113.7748,2828,302.0,1498,68446.9151,1.9831,265.4366,0.1068
May,21,camp 1,High,240 x 400,jkl,19498,9.3414,158,16.0,102,4434.2638,0.8103,171.2805,0.1013
May,21,camp 1,High,240 x 400,mno,33551,35.2992,217,23.0,140,8210.212,0.6468,65.1573,0.106
May,21,camp 1,Low,240 x 400,def,120,0.0209,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,240 x 400,ghi,183,0.1355,5,0.5339,0,0.0,2.7322,394.0221,0.1068
May,21,camp 1,Low,240 x 400,jkl,68,0.0324,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,240 x 400,mno,190,0.0327,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,240 x 400,def,1156,0.4726,11,1.1746,13,272.2992,0.9516,248.54,0.1068
May,21,camp 1,Medium,240 x 400,ghi,5745,4.2846,187,19.9695,36,1975.1341,3.255,466.0762,0.1068
May,21,camp 1,Medium,240 x 400,jkl,1065,0.498,10,1.0678,0,0.0,0.939,214.4177,0.1068
May,21,camp 1,Medium,240 x 400,mno,2416,1.2692,21,2.2425,1,99.9814,0.8692,176.6861,0.1068
May,21,camp 1,High,300 x 250,abc,3,0.0045,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,High,300 x 250,def,19843,11.7792,98,10.0,94,6701.1996,0.4939,84.8954,0.102
May,21,camp 1,High,300 x 250,ghi,34616,24.3761,521,55.0,330,17693.24,1.5051,225.6308,0.1056
May,21,camp 1,High,300 x 250,jkl,2390,1.2994,10,1.0,3,70.5476,0.4184,76.9586,0.1
May,21,camp 1,High,300 x 250,mno,157630,139.4103,1000,106.0,984,44741.1695,0.6344,76.0346,0.106
May,21,camp 1,Low,300 x 250,def,89,0.0189,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,300 x 250,ghi,50,0.0304,1,0.1067,0,0.0,2.0,350.9868,0.1067
May,21,camp 1,Low,300 x 250,jkl,7,0.0046,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,300 x 250,mno,1008,0.1815,1,0.1067,0,0.0,0.0992,58.7879,0.1067
May,21,camp 1,Medium,300 x 250,def,1556,0.7008,4,0.4271,0,0.0,0.2571,60.9446,0.1068
May,21,camp 1,Medium,300 x 250,ghi,957,0.6213,19,2.0289,0,0.0,1.9854,326.5572,0.1068
May,21,camp 1,Medium,300 x 250,jkl,103,0.0582,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,300 x 250,mno,12841,7.0142,86,9.1838,17,853.2194,0.6697,130.9315,0.1068
May,21,camp 1,High,468 x 60,def,820,0.166,2,0.0,0,0.0,0.2439,0.0,0.0
May,21,camp 1,High,468 x 60,ghi,334,0.1337,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,High,468 x 60,jkl,9,0.0059,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,High,468 x 60,mno,2334,0.4591,2,0.0,1,5.3661,0.0857,0.0,0.0
May,21,camp 1,Low,468 x 60,def,6,0.0004,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,468 x 60,mno,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,468 x 60,def,71,0.008,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,468 x 60,ghi,26,0.0104,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,468 x 60,mno,195,0.0144,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,High,580 x 400,mno,24106,39.5176,293,31.0,263,12320.9177,1.2155,78.4461,0.1058
May,21,camp 1,Low,580 x 400,mno,154,0.068,2,0.2135,0,0.0,1.2987,313.9706,0.1067
May,21,camp 1,Medium,580 x 400,mno,1774,1.6563,27,2.8833,3,56.4648,1.522,174.0808,0.1068
May,21,camp 1,High,670 x 90,def,3088,2.648,26,2.0,5,377.9004,0.842,75.5287,0.0769
May,21,camp 1,High,670 x 90,ghi,8678,4.5699,64,6.0,47,1796.1286,0.7375,131.2939,0.0938
May,21,camp 1,High,670 x 90,jkl,143,0.1059,2,0.0,0,0.0,1.3986,0.0,0.0
May,21,camp 1,High,670 x 90,mno,9202,7.8984,41,4.0,23,2112.385,0.4456,50.6432,0.0976
May,21,camp 1,Low,670 x 90,def,28,0.0035,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,670 x 90,ghi,8,0.0028,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,670 x 90,jkl,1,0.0003,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,670 x 90,mno,58,0.0074,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,670 x 90,def,206,0.0565,1,0.1067,0,0.0,0.4854,188.8496,0.1067
May,21,camp 1,Medium,670 x 90,ghi,439,0.1849,4,0.4271,0,0.0,0.9112,230.9897,0.1068
May,21,camp 1,Medium,670 x 90,jkl,3,0.0024,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Medium,670 x 90,mno,566,0.2728,5,0.5339,1,12.0671,0.8834,195.7111,0.1068
May,21,camp 1,High,728 x 90,abc,7,0.01,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,High,728 x 90,def,42355,22.236,183,19.0,130,7111.6575,0.4321,85.447,0.1038
May,21,camp 1,High,728 x 90,ghi,129300,127.0788,1378,147.0,950,40665.3817,1.0657,115.6763,0.1067
May,21,camp 1,High,728 x 90,jkl,4668,1.7872,29,3.0,25,3233.1249,0.6213,167.8603,0.1034
May,21,camp 1,High,728 x 90,mno,136695,85.9914,721,77.0,465,23775.6803,0.5275,89.5438,0.1068
May,21,camp 1,Low,728 x 90,def,260,0.044,2,0.2135,0,0.0,0.7692,485.2273,0.1067
May,21,camp 1,Low,728 x 90,ghi,167,0.1159,3,0.3203,0,0.0,1.7964,276.3589,0.1068
May,21,camp 1,Low,728 x 90,jkl,18,0.0067,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 1,Low,728 x 90,mno,967,0.1794,3,0.3203,0,0.0,0.3102,178.5396,0.1068
May,21,camp 1,Medium,728 x 90,def,3769,1.1231,18,1.9222,9,423.9266,0.4776,171.1513,0.1068
May,21,camp 1,Medium,728 x 90,ghi,5004,4.0616,71,7.582,17,1246.8847,1.4189,186.6752,0.1068
May,21,camp 1,Medium,728 x 90,jkl,451,0.1544,3,0.3203,2,153.8299,0.6652,207.4482,0.1068
May,21,camp 1,Medium,728 x 90,mno,12275,4.3815,70,7.4752,25,1087.475,0.5703,170.6082,0.1068
May,21,camp 1,High,800 x 250,mno,2,0.0163,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,160 x 600,abc,5,0.0075,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,160 x 600,def,1789,0.2456,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,160 x 600,ghi,207,0.037,2,0.1067,0,0.0,0.9662,288.3784,0.0534
May,21,camp 3,High,160 x 600,mno,8175,2.2696,18,0.9611,1,15.0572,0.2202,42.3467,0.0534
May,21,camp 3,Low,160 x 600,def,3886,0.1284,4,0.2135,0,0.0,0.1029,166.2773,0.0534
May,21,camp 3,Low,160 x 600,ghi,63,0.0157,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Low,160 x 600,mno,11937,0.5385,34,1.8154,0,0.0,0.2848,337.1216,0.0534
May,21,camp 3,Medium,160 x 600,def,6216,0.3236,18,0.9611,0,0.0,0.2896,297.0025,0.0534
May,21,camp 3,Medium,160 x 600,ghi,330,0.0586,5,0.2669,0,0.0,1.5152,455.4608,0.0534
May,21,camp 3,Medium,160 x 600,mno,21905,1.8861,139,7.4218,1,27.3247,0.6346,393.4998,0.0534
May,21,camp 3,High,240 x 400,def,2319,0.4904,4,0.2135,2,93.7609,0.1725,43.5359,0.0534
May,21,camp 3,High,240 x 400,ghi,3351,2.4218,18,0.9611,3,186.3072,0.5372,39.6854,0.0534
May,21,camp 3,High,240 x 400,jkl,1847,0.8504,5,0.2669,3,90.0233,0.2707,31.3852,0.0534
May,21,camp 3,High,240 x 400,mno,6457,1.9055,12,0.6407,3,114.8918,0.1858,33.6237,0.0534
May,21,camp 3,Low,240 x 400,def,1021,0.1051,2,0.1067,0,0.0,0.1959,101.5224,0.0534
May,21,camp 3,Low,240 x 400,ghi,837,0.5936,6,0.3203,0,0.0,0.7168,53.9589,0.0534
May,21,camp 3,Low,240 x 400,jkl,41,0.0206,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Low,240 x 400,mno,4976,0.1694,11,0.5873,0,0.0,0.2211,346.6942,0.0534
May,21,camp 3,Medium,240 x 400,def,2933,0.3744,13,0.6941,0,0.0,0.4432,185.39,0.0534
May,21,camp 3,Medium,240 x 400,ghi,2363,1.6325,54,2.8833,0,0.0,2.2852,176.6187,0.0534
May,21,camp 3,Medium,240 x 400,jkl,353,0.1649,6,0.3203,0,0.0,1.6997,194.2389,0.0534
May,21,camp 3,Medium,240 x 400,mno,9663,0.6457,38,2.0289,0,0.0,0.3933,314.2171,0.0534
May,21,camp 3,High,300 x 250,def,2384,0.6297,7,0.3737,1,323.6915,0.2936,59.3457,0.0534
May,21,camp 3,High,300 x 250,ghi,912,0.5816,10,0.5339,2,171.6637,1.0965,91.7985,0.0534
May,21,camp 3,High,300 x 250,jkl,117,0.0602,1,0.0533,0,0.0,0.8547,88.5382,0.0533
May,21,camp 3,High,300 x 250,mno,20651,6.403,93,4.9657,6,697.0135,0.4503,77.5527,0.0534
May,21,camp 3,Low,300 x 250,def,4245,0.2604,39,2.0823,0,0.0,0.9187,799.6544,0.0534
May,21,camp 3,Low,300 x 250,ghi,347,0.2074,6,0.3203,0,0.0,1.7291,154.4359,0.0534
May,21,camp 3,Low,300 x 250,jkl,10,0.0026,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Low,300 x 250,mno,21100,0.9023,58,3.0979,0,0.0,0.2749,343.3337,0.0534
May,21,camp 3,Medium,300 x 250,abc,2,0.003,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,300 x 250,def,6157,0.6293,61,3.257,0,0.0,0.9907,517.5592,0.0534
May,21,camp 3,Medium,300 x 250,ghi,751,0.4583,24,1.2814,0,0.0,3.1957,279.5985,0.0534
May,21,camp 3,Medium,300 x 250,jkl,16,0.0054,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,300 x 250,mno,37916,2.8794,163,8.7033,0,0.0,0.4299,302.2609,0.0534
May,21,camp 3,High,468 x 60,def,92,0.0191,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,468 x 60,jkl,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,468 x 60,mno,279,0.0124,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Low,468 x 60,def,35,0.0017,1,0.0533,0,0.0,2.8571,3135.2941,0.0533
May,21,camp 3,Low,468 x 60,mno,216,0.0018,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,468 x 60,def,107,0.0104,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,468 x 60,ghi,8,0.0032,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,468 x 60,mno,702,0.0082,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,580 x 400,mno,3826,1.9793,19,1.0144,2,184.4384,0.4966,51.2504,0.0534
May,21,camp 3,Low,580 x 400,mno,2891,0.2492,25,1.3348,0,0.0,0.8648,535.634,0.0534
May,21,camp 3,Medium,580 x 400,mno,5875,0.8363,69,3.6842,0,0.0,1.1745,440.5357,0.0534
May,21,camp 3,High,670 x 90,def,428,0.1184,2,0.1067,0,0.0,0.4673,90.1182,0.0534
May,21,camp 3,High,670 x 90,ghi,128,0.0742,1,0.0533,1,130.3095,0.7812,71.8329,0.0533
May,21,camp 3,High,670 x 90,jkl,15,0.0077,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,High,670 x 90,mno,941,0.2219,2,0.1067,0,0.0,0.2125,48.0847,0.0534
May,21,camp 3,Low,670 x 90,def,2117,0.0591,3,0.1601,0,0.0,0.1417,270.8968,0.0534
May,21,camp 3,Low,670 x 90,ghi,11,0.0073,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Low,670 x 90,mno,758,0.0212,1,0.0533,0,0.0,0.1319,251.4151,0.0533
May,21,camp 3,Medium,670 x 90,def,2245,0.0969,9,0.4805,0,0.0,0.4009,495.872,0.0534
May,21,camp 3,Medium,670 x 90,ghi,29,0.0254,1,0.0533,1,135.5155,3.4483,209.8425,0.0533
May,21,camp 3,Medium,670 x 90,jkl,5,0.0022,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,670 x 90,mno,1686,0.0968,2,0.1067,0,0.0,0.1186,110.2273,0.0534
May,21,camp 3,High,728 x 90,def,4304,0.8485,10,0.5339,0,0.0,0.2323,62.9228,0.0534
May,21,camp 3,High,728 x 90,ghi,1769,1.0552,3,0.1601,0,0.0,0.1696,15.1725,0.0534
May,21,camp 3,High,728 x 90,jkl,334,0.1271,1,0.0533,2,116.9075,0.2994,41.9355,0.0533
May,21,camp 3,High,728 x 90,mno,14280,3.4735,39,2.0823,8,651.9484,0.2731,59.9482,0.0534
May,21,camp 3,Low,728 x 90,def,3279,0.2387,10,0.5339,0,0.0,0.305,223.6699,0.0534
May,21,camp 3,Low,728 x 90,ghi,325,0.222,4,0.2135,0,0.0,1.2308,96.1712,0.0534
May,21,camp 3,Low,728 x 90,jkl,20,0.0038,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Low,728 x 90,mno,19779,0.9717,47,2.5095,0,0.0,0.2376,258.2587,0.0534
May,21,camp 3,Medium,728 x 90,abc,2,0.003,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,728 x 90,def,9091,0.8846,46,2.4561,0,0.0,0.506,277.6509,0.0534
May,21,camp 3,Medium,728 x 90,ghi,1028,0.5586,8,0.4271,0,0.0,0.7782,76.459,0.0534
May,21,camp 3,Medium,728 x 90,jkl,119,0.0299,0,0.0,0,0.0,0.0,0.0,0.0
May,21,camp 3,Medium,728 x 90,mno,37569,2.9475,171,9.1304,1,157.2738,0.4552,309.7676,0.0534
May,21,camp 3,Medium,800 x 250,mno,1,0.0001,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,160 x 600,abc,17,0.0287,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,160 x 600,def,13172,6.3298,71,7.0,14,538.5311,0.539,110.588,0.0986
May,22,camp 1,High,160 x 600,ghi,9789,10.7643,64,6.0,35,1114.7303,0.6538,55.7398,0.0938
May,22,camp 1,High,160 x 600,mno,73600,65.7159,651,69.0,397,19799.1346,0.8845,104.9974,0.106
May,22,camp 1,Low,160 x 600,def,182,0.0243,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,160 x 600,ghi,12,0.0034,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,160 x 600,mno,666,0.1041,4,0.4271,2,144.8996,0.6006,410.2786,0.1068
May,22,camp 1,Medium,160 x 600,def,1308,0.3383,9,0.9611,0,0.0,0.6881,284.097,0.1068
May,22,camp 1,Medium,160 x 600,ghi,571,0.3565,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,160 x 600,mno,5769,2.8052,64,6.8345,14,594.6693,1.1094,243.6368,0.1068
May,22,camp 1,High,240 x 400,def,14655,7.8401,108,11.0,36,1160.8626,0.7369,140.3043,0.1019
May,22,camp 1,High,240 x 400,ghi,141269,117.4515,3011,321.0,1664,82891.5712,2.1314,273.3043,0.1066
May,22,camp 1,High,240 x 400,jkl,21052,10.711,185,19.0,152,8906.0565,0.8788,177.3877,0.1027
May,22,camp 1,High,240 x 400,mno,37421,34.0024,261,27.0,197,10969.8496,0.6975,79.4062,0.1034
May,22,camp 1,Low,240 x 400,def,107,0.0257,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,240 x 400,ghi,213,0.1714,3,0.3203,0,0.0,1.4085,186.8728,0.1068
May,22,camp 1,Low,240 x 400,jkl,90,0.0469,1,0.1067,0,0.0,1.1111,227.5053,0.1067
May,22,camp 1,Low,240 x 400,mno,243,0.0412,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,240 x 400,def,1069,0.3606,7,0.7475,0,0.0,0.6548,207.2934,0.1068
May,22,camp 1,Medium,240 x 400,ghi,5753,4.5188,167,17.8337,42,1918.851,2.9028,394.6557,0.1068
May,22,camp 1,Medium,240 x 400,jkl,1193,0.5904,14,1.495,3,349.2943,1.1735,253.2182,0.1068
May,22,camp 1,Medium,240 x 400,mno,2761,1.4163,20,2.1357,2,288.6246,0.7244,150.7943,0.1068
May,22,camp 1,High,300 x 250,abc,21,0.0387,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,300 x 250,def,19973,11.3074,91,9.0,96,4205.787,0.4556,79.5939,0.0989
May,22,camp 1,High,300 x 250,ghi,33826,24.0911,530,56.0,255,12379.0755,1.5668,232.451,0.1057
May,22,camp 1,High,300 x 250,jkl,2622,1.4705,14,1.0,3,69.6933,0.5339,68.0041,0.0714
May,22,camp 1,High,300 x 250,mno,159835,133.596,1065,113.0,746,37213.8798,0.6663,84.5834,0.1061
May,22,camp 1,Low,300 x 250,def,135,0.0275,3,0.3203,0,0.0,2.2222,1164.7273,0.1068
May,22,camp 1,Low,300 x 250,ghi,44,0.0273,1,0.1067,0,0.0,2.2727,390.8425,0.1067
May,22,camp 1,Low,300 x 250,jkl,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,300 x 250,mno,1338,0.3187,4,0.4271,1,38.1771,0.299,134.0132,0.1068
May,22,camp 1,Medium,300 x 250,def,1635,0.6363,16,1.7086,6,406.7469,0.9786,268.5211,0.1068
May,22,camp 1,Medium,300 x 250,ghi,884,0.5928,32,3.4172,8,205.5145,3.6199,576.4507,0.1068
May,22,camp 1,Medium,300 x 250,jkl,154,0.0971,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,300 x 250,mno,13529,6.8438,100,10.6786,17,886.6247,0.7392,156.0332,0.1068
May,22,camp 1,High,468 x 60,def,846,0.2361,2,0.0,0,0.0,0.2364,0.0,0.0
May,22,camp 1,High,468 x 60,ghi,259,0.1037,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,468 x 60,jkl,7,0.0046,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,468 x 60,mno,2399,0.4454,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,468 x 60,def,3,0.0,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,468 x 60,mno,24,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,468 x 60,def,57,0.0104,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,468 x 60,ghi,18,0.0072,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,468 x 60,mno,164,0.0122,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,580 x 400,mno,24722,38.8738,332,35.0,277,12968.4248,1.3429,90.0349,0.1054
May,22,camp 1,Low,580 x 400,mno,146,0.092,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,580 x 400,mno,1848,1.7867,39,4.1647,6,161.8925,2.1104,233.0945,0.1068
May,22,camp 1,High,670 x 90,def,3347,2.2275,25,2.0,4,295.9397,0.7469,89.7868,0.08
May,22,camp 1,High,670 x 90,ghi,9136,4.794,59,6.0,13,457.8552,0.6458,125.1564,0.1017
May,22,camp 1,High,670 x 90,jkl,134,0.0821,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,670 x 90,mno,8770,7.3503,54,5.0,16,883.5959,0.6157,68.0244,0.0926
May,22,camp 1,Low,670 x 90,def,33,0.0142,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,670 x 90,ghi,3,0.0012,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,670 x 90,jkl,1,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,670 x 90,mno,41,0.0075,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,670 x 90,def,222,0.112,6,0.6407,3,121.98,2.7027,572.0536,0.1068
May,22,camp 1,Medium,670 x 90,ghi,393,0.1918,1,0.1067,0,0.0,0.2545,55.6309,0.1067
May,22,camp 1,Medium,670 x 90,jkl,12,0.0096,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,670 x 90,mno,689,0.3473,4,0.4271,0,0.0,0.5806,122.9773,0.1068
May,22,camp 1,High,728 x 90,abc,19,0.0366,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,High,728 x 90,def,44231,22.4203,218,23.0,115,5307.1075,0.4929,102.5856,0.1055
May,22,camp 1,High,728 x 90,ghi,131668,133.0178,1564,167.0,803,31424.0208,1.1878,125.5471,0.1068
May,22,camp 1,High,728 x 90,jkl,5634,2.1432,25,2.0,11,331.5005,0.4437,93.3184,0.08
May,22,camp 1,High,728 x 90,mno,140883,84.2726,720,76.0,537,23722.172,0.5111,90.1835,0.1056
May,22,camp 1,Low,728 x 90,def,295,0.0495,4,0.4271,1,18.7949,1.3559,862.8283,0.1068
May,22,camp 1,Low,728 x 90,ghi,139,0.1044,2,0.2135,4,190.6989,1.4388,204.5019,0.1067
May,22,camp 1,Low,728 x 90,jkl,12,0.0046,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Low,728 x 90,mno,1300,0.2459,8,0.8543,1,16.1518,0.6154,347.4176,0.1068
May,22,camp 1,Medium,728 x 90,def,3636,1.0565,18,1.9222,1,17.0729,0.495,181.9404,0.1068
May,22,camp 1,Medium,728 x 90,ghi,5082,4.3809,80,8.5431,8,417.8518,1.5742,195.0079,0.1068
May,22,camp 1,Medium,728 x 90,jkl,418,0.157,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 1,Medium,728 x 90,mno,13034,4.4926,77,8.2223,21,1984.5384,0.5908,183.0187,0.1068
May,22,camp 3,High,160 x 600,def,2137,0.3258,1,0.0533,0,0.0,0.0468,16.3597,0.0533
May,22,camp 3,High,160 x 600,ghi,285,0.072,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,High,160 x 600,mno,11576,3.2858,34,1.8153,7,588.3839,0.2937,55.2468,0.0534
May,22,camp 3,Low,160 x 600,def,4337,0.1529,6,0.3203,0,0.0,0.1383,209.4833,0.0534
May,22,camp 3,Low,160 x 600,ghi,122,0.0289,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Low,160 x 600,mno,18251,0.8054,44,2.3493,0,0.0,0.2411,291.6936,0.0534
May,22,camp 3,Medium,160 x 600,def,7056,0.4225,25,1.3348,0,0.0,0.3543,315.929,0.0534
May,22,camp 3,Medium,160 x 600,ghi,489,0.089,2,0.1067,0,0.0,0.409,119.8876,0.0534
May,22,camp 3,Medium,160 x 600,mno,31593,2.6637,158,8.4363,1,6.6609,0.5001,316.7136,0.0534
May,22,camp 3,High,240 x 400,def,3002,0.6165,5,0.2669,0,0.0,0.1666,43.2928,0.0534
May,22,camp 3,High,240 x 400,ghi,4621,3.4577,59,3.1502,7,141.4156,1.2768,91.1068,0.0534
May,22,camp 3,High,240 x 400,jkl,2543,1.2688,11,0.5873,0,0.0,0.4326,46.2878,0.0534
May,22,camp 3,High,240 x 400,mno,8914,2.5892,24,1.2814,15,1116.5914,0.2692,49.4902,0.0534
May,22,camp 3,Low,240 x 400,def,2034,0.2033,7,0.3737,0,0.0,0.3441,183.817,0.0534
May,22,camp 3,Low,240 x 400,ghi,1242,0.8806,13,0.6941,0,0.0,1.0467,78.8213,0.0534
May,22,camp 3,Low,240 x 400,jkl,126,0.0662,3,0.1601,0,0.0,2.381,241.8429,0.0534
May,22,camp 3,Low,240 x 400,mno,8203,0.2936,12,0.6407,0,0.0,0.1463,218.2221,0.0534
May,22,camp 3,Medium,240 x 400,def,4739,0.5823,25,1.3348,0,0.0,0.5275,229.2289,0.0534
May,22,camp 3,Medium,240 x 400,ghi,3668,2.5461,47,2.5095,0,0.0,1.2814,98.5625,0.0534
May,22,camp 3,Medium,240 x 400,jkl,735,0.3685,11,0.5873,0,0.0,1.4966,159.3758,0.0534
May,22,camp 3,Medium,240 x 400,mno,15207,1.0687,59,3.1502,1,105.9749,0.388,294.7693,0.0534
May,22,camp 3,High,300 x 250,def,2983,0.8611,16,0.8543,1,34.6664,0.5364,99.2103,0.0534
May,22,camp 3,High,300 x 250,ghi,1064,0.6873,13,0.6941,5,378.0275,1.2218,100.9894,0.0534
May,22,camp 3,High,300 x 250,jkl,204,0.121,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,High,300 x 250,mno,25814,8.3011,89,4.752,7,599.6854,0.3448,57.2454,0.0534
May,22,camp 3,Low,300 x 250,def,6792,0.3488,39,2.0823,0,0.0,0.5742,596.9897,0.0534
May,22,camp 3,Low,300 x 250,ghi,480,0.2887,14,0.7475,0,0.0,2.9167,258.9193,0.0534
May,22,camp 3,Low,300 x 250,jkl,13,0.0038,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Low,300 x 250,mno,30388,1.3187,61,3.257,0,0.0,0.2007,246.9857,0.0534
May,22,camp 3,Medium,300 x 250,def,8732,0.8504,52,2.7765,0,0.0,0.5955,326.4934,0.0534
May,22,camp 3,Medium,300 x 250,ghi,967,0.5949,27,1.4416,0,0.0,2.7921,242.3264,0.0534
May,22,camp 3,Medium,300 x 250,jkl,30,0.0122,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Medium,300 x 250,mno,50886,3.9602,187,9.9853,2,207.5562,0.3675,252.1413,0.0534
May,22,camp 3,High,468 x 60,def,122,0.0164,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,High,468 x 60,ghi,2,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,High,468 x 60,mno,343,0.0224,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Low,468 x 60,def,58,0.0027,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Low,468 x 60,ghi,2,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Low,468 x 60,mno,347,0.0032,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Medium,468 x 60,def,203,0.0107,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Medium,468 x 60,ghi,2,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,Medium,468 x 60,mno,1014,0.0116,0,0.0,0,0.0,0.0,0.0,0.0
May,22,camp 3,High,580 x 400,mno,4656,2.5727,24,1.2814,2,1314.1486,0.5155,49.8076,0.0534
